Date,Open,High,Low,Close,Adj Close,Volume
2023-04-04,16.209999,16.209999,15.900000,15.960000,15.960000,1925400
2023-04-05,15.985000,16.240000,15.860000,16.190001,16.190001,1597900
2023-04-06,16.135000,16.299999,15.810000,16.209999,16.209999,1517400
2023-04-10,16.305000,17.540001,16.250000,17.139999,17.139999,4718900
2023-04-11,17.719999,18.400000,17.559999,17.719999,17.719999,5157300
2023-04-12,17.760000,17.780001,17.059999,17.070000,17.070000,2520700
2023-04-13,17.290001,18.000000,17.270000,17.700001,17.700001,2587400
2023-04-14,17.969999,18.270000,17.129999,17.430000,17.430000,3047600
2023-04-17,16.799999,16.900000,16.490000,16.809999,16.809999,2322900
2023-04-18,17.240000,17.620001,17.030001,17.139999,17.139999,2385100
2023-04-19,16.770000,16.889999,15.910000,16.340000,16.340000,3917100
2023-04-20,16.120001,16.170000,15.750000,15.820000,15.820000,2678100
2023-04-21,15.710000,15.830000,15.160000,15.200000,15.200000,2471100
2023-04-24,15.140000,15.510000,14.780000,14.990000,14.990000,2479500
2023-04-25,15.010000,15.100000,14.600000,14.960000,14.960000,1878000
2023-04-26,16.049999,16.250000,14.970000,15.100000,15.100000,2533500
2023-04-27,15.590000,16.600000,15.520000,16.440001,16.440001,1946100
2023-04-28,16.260000,16.510000,15.950000,16.420000,16.420000,1241500
2023-05-01,16.129999,16.174999,15.250000,15.250000,15.250000,1782200
2023-05-02,15.320000,16.250000,15.300000,16.209999,16.209999,2415100
2023-05-03,15.970000,16.360001,15.900000,16.350000,16.350000,1700600
2023-05-04,16.469999,16.837000,16.379999,16.549999,16.549999,1844900
2023-05-05,16.580000,16.950001,16.549999,16.809999,16.809999,1323800
2023-05-08,16.120001,16.240000,15.440000,15.510000,15.510000,2502500
2023-05-09,15.590000,15.940000,15.540000,15.660000,15.660000,1037200
2023-05-10,15.840000,16.200001,15.030000,15.390000,15.390000,2078700
2023-05-11,15.310000,15.320000,14.460000,14.660000,14.660000,2557800
2023-05-12,14.380000,14.790000,13.890000,14.260000,14.260000,3026500
2023-05-15,14.640000,15.090000,14.420000,15.000000,15.000000,2207300
2023-05-16,14.840000,14.900000,14.570000,14.630000,14.630000,1610600
2023-05-17,14.510000,15.060000,14.380000,15.020000,15.020000,1374600
2023-05-18,14.880000,14.940000,14.235000,14.420000,14.420000,1538400
2023-05-19,14.480000,14.550000,14.260000,14.390000,14.390000,1124500
2023-05-22,14.320000,14.570000,14.160000,14.190000,14.190000,1563200
2023-05-23,14.330000,14.650000,14.280000,14.330000,14.330000,1112300
2023-05-24,14.100000,14.140000,13.590000,13.695000,13.695000,2256300
2023-05-25,13.820000,13.890000,13.620000,13.760000,13.760000,1274200
2023-05-26,13.805000,14.180000,13.710000,13.830000,13.830000,1410200
2023-05-30,14.310000,14.500000,14.060000,14.350000,14.350000,1878200
2023-05-31,13.950000,14.030000,13.750000,13.890000,13.890000,1126200
2023-06-01,13.740000,14.080000,13.710000,14.050000,14.050000,1657900
2023-06-02,14.150000,14.410000,14.110000,14.380000,14.380000,1345300
2023-06-05,14.220000,14.260000,13.390000,13.681000,13.681000,1763100
2023-06-06,13.500000,14.540000,13.390000,14.470000,14.470000,2142200
2023-06-07,14.240000,14.400000,13.750000,13.830000,13.830000,1816400
2023-06-08,13.770000,14.050000,13.720000,13.850000,13.850000,1095600
2023-06-09,13.850000,13.950000,13.520000,13.540000,13.540000,1358800
2023-06-12,13.500000,13.500000,13.020000,13.120000,13.120000,2281100
2023-06-13,13.150000,13.330000,13.030000,13.110000,13.110000,1798200
2023-06-14,13.050000,13.450000,13.030000,13.260000,13.260000,1213600
2023-06-15,13.040000,13.450000,12.860000,13.400000,13.400000,2240600
2023-06-16,13.690000,16.100000,13.450000,15.120000,15.120000,5265500
2023-06-20,15.300000,17.730000,15.270000,16.850000,16.850000,10239400
2023-06-21,17.549999,18.639999,17.520000,17.719999,17.719999,9569100
2023-06-22,18.010000,18.590000,17.510000,18.000000,18.000000,4878600
2023-06-23,18.049999,19.540001,17.700001,19.190001,19.190001,6493900
2023-06-26,18.990000,19.580000,17.829000,18.180000,18.180000,5097000
2023-06-27,18.469999,19.549999,18.379999,19.469999,19.469999,4628300
2023-06-28,19.150000,19.480000,18.500000,18.610001,18.610001,4285000
2023-06-29,19.000000,19.600000,19.000000,19.549999,19.549999,2551700
2023-06-30,19.860001,19.959999,17.799999,19.190001,19.190001,7375400
2023-07-03,19.299999,20.850000,19.230000,20.450001,20.450001,3194200
2023-07-05,20.200001,20.469999,19.900000,20.139999,20.139999,3408400
2023-07-06,20.250000,20.330000,19.260000,20.080000,20.080000,2798500
2023-07-07,19.920000,20.420000,19.780001,19.809999,19.809999,2538900
2023-07-10,19.799999,20.030001,19.000000,19.990000,19.990000,2699700
2023-07-11,19.889999,20.275000,19.809999,19.930000,19.930000,2930300
2023-07-12,20.000000,20.360001,19.620001,19.700001,19.700001,3466100
2023-07-13,19.840000,21.879999,19.840000,21.379999,21.379999,8568200
2023-07-14,21.129999,21.459999,19.410000,19.750000,19.750000,6360900
2023-07-17,19.860001,20.540001,19.700001,19.920000,19.920000,3366400
2023-07-18,19.870001,20.299999,19.440001,19.709999,19.709999,5902500
2023-07-19,19.830000,20.250000,19.820000,20.080000,20.080000,2193700
2023-07-20,20.250000,20.350000,19.480000,19.590000,19.590000,3096700
2023-07-21,19.639999,19.980000,19.600000,19.875000,19.875000,1555400
2023-07-24,19.410000,19.549999,18.750000,19.200001,19.200001,3188600
2023-07-25,19.150000,19.420000,19.100000,19.170000,19.170000,1628300
2023-07-26,19.200001,19.400000,19.120001,19.260000,19.260000,1255400
2023-07-27,19.330000,19.420000,18.350000,18.389999,18.389999,2767900
2023-07-28,18.549999,18.959999,18.450001,18.725000,18.725000,2168400
2023-07-31,18.860001,19.170000,18.780001,19.129999,19.129999,1873200
2023-08-01,18.790001,19.120001,18.318001,19.040001,19.040001,2756900
2023-08-02,19.070000,19.250000,18.620001,19.160000,19.160000,2735600
2023-08-03,19.120001,19.680000,18.950001,19.299999,19.299999,2395300
2023-08-04,19.190001,19.580000,19.120001,19.219999,19.219999,1492100
2023-08-07,19.200001,19.260000,18.799999,19.160000,19.160000,2354100
2023-08-08,19.440001,20.240000,19.200001,20.090000,20.090000,3395400
2023-08-09,20.129999,20.490000,19.600000,19.670000,19.670000,3138000
2023-08-10,19.799999,20.240000,19.750000,19.799999,19.799999,2212400
2023-08-11,19.830000,20.250000,19.760000,19.820000,19.820000,1795900
2023-08-14,19.820000,20.440001,19.750000,20.120001,20.120001,2718100
2023-08-15,20.059999,20.450001,19.639999,19.660000,19.660000,2504600
2023-08-16,19.650000,19.760000,19.260000,19.459999,19.459999,2701000
2023-08-17,19.150000,19.600000,18.250000,18.533001,18.533001,4558700
2023-08-18,17.790001,18.110001,17.000000,17.400000,17.400000,4629900
2023-08-21,17.420000,17.480000,17.040001,17.209999,17.209999,2381300
2023-08-22,17.209999,17.389999,17.000000,17.000000,17.000000,1847800
2023-08-23,17.030001,18.200001,17.030001,18.190001,18.190001,2486800
2023-08-24,18.070000,18.120001,17.500000,17.680000,17.680000,1444000
2023-08-25,17.860001,18.070000,17.270000,17.350000,17.350000,1817600
2023-08-28,17.450001,17.750000,17.430000,17.580000,17.580000,1189700
2023-08-29,17.660000,21.209999,17.629999,20.559999,20.559999,19555200
2023-08-30,20.230000,20.400000,19.549999,19.709999,19.709999,5290100
2023-08-31,19.740000,19.980000,18.500000,18.709999,18.709999,4813200
2023-09-01,18.549999,18.690001,18.170000,18.480000,18.480000,2281700
2023-09-05,18.430000,18.750000,18.400000,18.549999,18.549999,1827300
2023-09-06,18.559999,18.980000,18.250000,18.600000,18.600000,2117300
2023-09-07,18.510000,19.340000,18.400000,19.299999,19.299999,2071500
2023-09-08,19.240000,19.510000,19.195000,19.299999,19.299999,2226100
2023-09-11,19.200001,19.340000,18.549999,18.650000,18.650000,2104600
2023-09-12,19.370001,19.580000,19.100000,19.260000,19.260000,2406600
2023-09-13,19.379999,19.750000,19.120001,19.209999,19.209999,1834500
2023-09-14,19.600000,19.790001,19.379999,19.459999,19.459999,1709700
2023-09-15,19.299999,19.440001,18.940001,19.260000,19.260000,976500
2023-09-18,19.770000,19.910000,19.219999,19.230000,19.230000,2689900
2023-09-19,19.530001,19.879999,19.309999,19.840000,19.840000,2129800
2023-09-20,19.879999,19.895000,19.290001,19.420000,19.420000,1851900
2023-09-21,19.090000,19.219999,18.799999,19.000000,19.000000,1600500
2023-09-22,19.049999,19.100000,18.850000,18.900000,18.900000,924400
2023-09-25,18.770000,18.775000,18.389999,18.450001,18.450001,1559100
2023-09-26,18.350000,18.370001,18.040001,18.170000,18.170000,1587900
2023-09-27,18.570000,18.600000,18.100000,18.129999,18.129999,1528700
2023-09-28,18.260000,19.209999,18.200001,19.000000,19.000000,2796800
2023-09-29,19.020000,19.230000,18.910000,19.190001,19.190001,1384200
2023-10-02,20.000000,20.240000,19.340000,19.450001,19.450001,2876200
2023-10-03,19.309999,19.684000,19.190001,19.639999,19.639999,2037600
2023-10-04,19.850000,20.250000,19.540001,20.139999,20.139999,2814600
2023-10-05,20.340000,20.650000,20.150000,20.150000,20.150000,3023900
2023-10-06,20.020000,20.840000,20.010000,20.730000,20.730000,1956300
2023-10-09,20.299999,20.860001,20.250000,20.500000,20.500000,1873200
2023-10-10,20.450001,20.820000,20.360001,20.580000,20.580000,2365300
2023-10-11,20.370001,20.490000,19.820000,20.070000,20.070000,2258800
2023-10-12,20.080000,20.200001,19.840000,20.020000,20.020000,1591100
2023-10-13,20.180000,20.450001,19.955000,20.240000,20.240000,2212000
2023-10-16,22.500000,23.510000,21.340000,21.799999,21.799999,8566600
2023-10-17,21.850000,22.490000,21.719999,22.160000,22.160000,2773400
2023-10-18,22.260000,22.580000,21.916000,22.207001,22.207001,3037800
2023-10-19,22.209999,22.959999,22.010000,22.450001,22.450001,3988100
2023-10-20,23.000000,23.830000,22.959999,23.639999,23.639999,6243200
2023-10-23,24.280001,24.730000,23.920000,24.705000,24.705000,7603600
2023-10-24,26.760000,27.049999,25.549999,26.160000,26.160000,9152300
2023-10-25,26.469999,27.415001,26.200001,26.790001,26.790001,4960700
2023-10-26,26.440001,26.500000,25.360001,25.770000,25.770000,5328200
2023-10-27,25.860001,26.400000,24.850000,25.070000,25.070000,3978800
2023-10-30,25.700001,26.969999,25.700001,26.480000,26.480000,4704100
2023-10-31,26.500000,26.830000,26.129999,26.760000,26.760000,2940900
2023-11-01,27.000000,27.270000,26.709999,26.889999,26.889999,3498600
2023-11-02,27.400000,27.540001,26.879999,27.167999,27.167999,4120400
2023-11-03,27.020000,27.830000,26.549999,27.049999,27.049999,3142800
2023-11-06,27.330000,27.600000,26.900000,26.950001,26.950001,2875100
2023-11-07,26.750000,28.250000,26.580000,28.100000,28.100000,3780900
2023-11-08,27.920000,27.980000,27.184999,27.799999,27.799999,3802500
2023-11-09,29.280001,30.049999,28.520000,29.090000,29.090000,7885600
2023-11-10,29.350000,30.030001,29.250000,29.973000,29.973000,5322700
2023-11-13,29.889999,29.940001,29.000000,29.059999,29.059999,3224100
2023-11-14,29.020000,29.700001,27.299999,27.420000,27.420000,5429200
2023-11-15,28.000000,29.780001,28.000000,29.760000,29.760000,4638400
2023-11-16,29.650000,29.730000,28.549999,28.985001,28.985001,5002100
2023-11-17,29.129999,29.250000,28.330000,28.990000,28.990000,2960200
2023-11-20,29.200001,30.139999,29.049999,29.790001,29.790001,3931400
2023-11-21,29.440001,29.990000,29.090000,29.200001,29.200001,4194000
2023-11-22,29.160000,30.490000,29.100000,30.450001,30.450001,3236500
2023-11-24,30.379999,31.480000,30.370001,31.209999,31.209999,3460900
2023-11-27,30.350000,30.650000,29.879999,30.105000,30.105000,3997600
2023-11-28,30.480000,31.650000,30.350000,31.510000,31.510000,3729100
2023-11-29,31.540001,31.600000,31.000000,31.018000,31.018000,4249400
2023-11-30,30.719999,30.889000,30.010000,30.245001,30.245001,3522300
2023-12-01,30.750000,31.750000,30.674999,31.730000,31.730000,5007200
2023-12-04,33.380001,33.750000,32.189999,33.636002,33.636002,6624500
2023-12-05,33.799999,36.080002,33.700001,35.099998,35.099998,8331400
2023-12-06,35.430000,36.230000,34.849998,34.919998,34.919998,5929900
2023-12-07,34.730000,35.070000,33.540001,33.904999,33.904999,6924800
2023-12-08,34.349998,35.520000,34.299999,35.509998,35.509998,3690700
2023-12-11,33.520000,33.750000,31.930000,32.459999,32.459999,7478900
2023-12-12,32.939999,33.590000,32.810001,33.419998,33.419998,4411500
2023-12-13,33.470001,35.619999,33.400002,35.590000,35.590000,6212200
2023-12-14,35.209999,35.330002,34.417999,34.900002,34.900002,5263500
2023-12-15,34.349998,34.400002,33.599998,33.619999,33.619999,1876793
